dataset,fold,method,accuracy,weighted_f1,runtime_seconds,search_reduction_percent,n_samples,n_features
TwoMoons,6,FullP,0.97,0.96999699969997,0.03459380099999976,0.0,1000,2
TwoMoons,6,APG_AMS,0.97,0.96999699969997,0.008220726999979888,80.0,1000,2
TwoMoons,6,NCA,0.95,0.94999499949995,0.9095318729999917,,1000,2
TwoMoons,6,LMNN,0.97,0.96999699969997,2.86025415200001,,1000,2
TwoMoons,7,L2,0.99,0.98999899989999,0.0025630989999854137,,1000,2
TwoMoons,7,FullP,0.99,0.98999899989999,0.034864278999975795,0.0,1000,2
TwoMoons,7,APG_AMS,0.99,0.98999899989999,0.008231512999998358,80.0,1000,2
TwoMoons,7,NCA,0.99,0.98999899989999,0.5911350350000077,,1000,2
TwoMoons,7,LMNN,0.99,0.98999899989999,3.02707958900001,,1000,2
TwoMoons,8,L2,0.94,0.9399759903961583,0.0027941069999997126,,1000,2
TwoMoons,8,FullP,0.94,0.9399759903961583,0.034886051999990286,0.0,1000,2
TwoMoons,8,APG_AMS,0.94,0.9399759903961583,0.008194286999980704,80.0,1000,2
TwoMoons,8,NCA,0.95,0.94999499949995,0.7957768320000014,,1000,2
TwoMoons,8,LMNN,0.94,0.9399759903961583,2.930366676999995,,1000,2
TwoMoons,9,L2,0.98,0.98,0.0026138650000007146,,1000,2
TwoMoons,9,FullP,0.98,0.98,0.03461163000002898,0.0,1000,2
TwoMoons,9,APG_AMS,0.98,0.98,0.008130463999975746,80.0,1000,2
TwoMoons,9,NCA,0.98,0.98,1.0114800939999782,,1000,2
TwoMoons,9,LMNN,0.98,0.98,3.0256666820000078,,1000,2
TwoMoons,10,L2,0.96,0.959983993597439,0.0026792150000005677,,1000,2
TwoMoons,10,FullP,0.96,0.959983993597439,0.03472625199998447,0.0,1000,2
TwoMoons,10,APG_AMS,0.96,0.959983993597439,0.008125606000021435,80.0,1000,2
TwoMoons,10,NCA,0.97,0.9699729756781104,1.1904055629999561,,1000,2
TwoMoons,10,LMNN,0.95,0.949954959463517,2.9284060640000007,,1000,2
ConcentricCircles,1,L2,1.0,1.0,0.00258172700000614,,1000,2
ConcentricCircles,1,FullP,1.0,1.0,0.034775701000000936,0.0,1000,2
ConcentricCircles,1,APG_AMS,1.0,1.0,0.008231464999994387,80.0,1000,2
ConcentricCircles,1,NCA,1.0,1.0,0.42330641499995636,,1000,2
ConcentricCircles,1,LMNN,1.0,1.0,2.758822178999992,,1000,2
ConcentricCircles,2,L2,1.0,1.0,0.0025455719999740722,,1000,2
ConcentricCircles,2,FullP,1.0,1.0,0.03465928499997517,0.0,1000,2
ConcentricCircles,2,APG_AMS,1.0,1.0,0.008090232000029118,80.0,1000,2
ConcentricCircles,2,NCA,1.0,1.0,0.9248537340000098,,1000,2
ConcentricCircles,2,LMNN,1.0,1.0,2.761406340999997,,1000,2
ConcentricCircles,3,L2,1.0,1.0,0.002595568000003823,,1000,2
ConcentricCircles,3,FullP,1.0,1.0,0.03488341700000319,0.0,1000,2
ConcentricCircles,3,APG_AMS,1.0,1.0,0.00816367300001275,80.0,1000,2
ConcentricCircles,3,NCA,1.0,1.0,0.4828667520000067,,1000,2
ConcentricCircles,3,LMNN,1.0,1.0,2.752540849000013,,1000,2
ConcentricCircles,4,L2,1.0,1.0,0.002614897999990262,,1000,2
ConcentricCircles,4,FullP,1.0,1.0,0.03454066900002317,0.0,1000,2
ConcentricCircles,4,APG_AMS,1.0,1.0,0.008094568999979401,80.0,1000,2
ConcentricCircles,4,NCA,1.0,1.0,0.4542092730000036,,1000,2
ConcentricCircles,4,LMNN,1.0,1.0,2.8068847819999974,,1000,2
ConcentricCircles,5,L2,1.0,1.0,0.0026888180000241846,,1000,2
ConcentricCircles,5,FullP,1.0,1.0,0.034754382000016903,0.0,1000,2
ConcentricCircles,5,APG_AMS,1.0,1.0,0.008199036000007709,80.0,1000,2
ConcentricCircles,5,NCA,1.0,1.0,0.4827336619999869,,1000,2
ConcentricCircles,5,LMNN,1.0,1.0,2.754660813999976,,1000,2
ConcentricCircles,6,L2,1.0,1.0,0.002588187000014841,,1000,2
ConcentricCircles,6,FullP,1.0,1.0,0.034673431999976856,0.0,1000,2
ConcentricCircles,6,APG_AMS,1.0,1.0,0.008128300000009858,80.0,1000,2
ConcentricCircles,6,NCA,1.0,1.0,0.45561603400000195,,1000,2
ConcentricCircles,6,LMNN,1.0,1.0,2.7817455250000194,,1000,2
ConcentricCircles,7,L2,1.0,1.0,0.00258126699998229,,1000,2
ConcentricCircles,7,FullP,1.0,1.0,0.034989228000029016,0.0,1000,2
ConcentricCircles,7,APG_AMS,1.0,1.0,0.008228981999991447,80.0,1000,2
ConcentricCircles,7,NCA,1.0,1.0,0.38223846199997524,,1000,2
ConcentricCircles,7,LMNN,1.0,1.0,2.6942779160000327,,1000,2
ConcentricCircles,8,L2,1.0,1.0,0.0026419779999855564,,1000,2
ConcentricCircles,8,FullP,1.0,1.0,0.03466551200000367,0.0,1000,2
ConcentricCircles,8,APG_AMS,1.0,1.0,0.008125243999984377,80.0,1000,2
ConcentricCircles,8,NCA,1.0,1.0,0.543330936000018,,1000,2
ConcentricCircles,8,LMNN,1.0,1.0,2.73391063400004,,1000,2
ConcentricCircles,9,L2,1.0,1.0,0.00253632899995182,,1000,2
ConcentricCircles,9,FullP,1.0,1.0,0.03501264600004106,0.0,1000,2
ConcentricCircles,9,APG_AMS,1.0,1.0,0.008241219000012734,80.0,1000,2
ConcentricCircles,9,NCA,1.0,1.0,0.5921488039999758,,1000,2
ConcentricCircles,9,LMNN,1.0,1.0,2.7391395249999846,,1000,2
ConcentricCircles,10,L2,1.0,1.0,0.0026230000000282416,,1000,2
ConcentricCircles,10,FullP,1.0,1.0,0.03483127700002342,0.0,1000,2
ConcentricCircles,10,APG_AMS,1.0,1.0,0.008197354000003543,80.0,1000,2
ConcentricCircles,10,NCA,1.0,1.0,0.5982037109999965,,1000,2
ConcentricCircles,10,LMNN,1.0,1.0,2.7698902180000005,,1000,2
Ionosphere,1,L2,0.8888888888888888,0.8832323232323233,0.0016732650000221838,,351,34
Ionosphere,1,FullP,0.9444444444444444,0.9432870370370371,0.014775643999996646,0.0,351,34
Ionosphere,1,APG_AMS,0.8888888888888888,0.8832323232323233,0.005967057000020759,62.22222222222222,351,34
Ionosphere,1,NCA,0.8888888888888888,0.8832323232323233,0.6074343740000359,,351,34
Ionosphere,1,LMNN,0.8888888888888888,0.8832323232323233,0.6807146699999862,,351,34
Ionosphere,2,L2,0.8285714285714286,0.8098901098901099,0.0015433799999868825,,351,34
Ionosphere,2,FullP,0.8571428571428571,0.8453486657821023,0.014397172999963459,0.0,351,34
Ionosphere,2,APG_AMS,0.8571428571428571,0.8453486657821023,0.0068946069999924475,54.85714285714286,351,34
Ionosphere,2,NCA,0.8857142857142857,0.8788571428571429,0.16993909100000337,,351,34
Ionosphere,2,LMNN,0.8857142857142857,0.8788571428571429,0.7358611430000224,,351,34
Ionosphere,3,L2,0.8,0.7834881320949432,0.0016282880000062505,,351,34
Ionosphere,3,FullP,0.8,0.7834881320949432,0.014695432999985769,0.0,351,34
Ionosphere,3,APG_AMS,0.8,0.7834881320949432,0.006347340999980133,59.42857142857143,351,34
Ionosphere,3,NCA,0.7714285714285715,0.7465201465201465,0.21837880999999015,,351,34
Ionosphere,3,LMNN,0.8,0.7834881320949432,0.7539930419999905,,351,34
Ionosphere,4,L2,0.8857142857142857,0.8788571428571429,0.0020550920000346196,,351,34
Ionosphere,4,FullP,0.8857142857142857,0.8788571428571429,0.016107753999961005,0.0,351,34
Ionosphere,4,APG_AMS,0.8857142857142857,0.8788571428571429,0.007750039000029574,50.28571428571429,351,34
Ionosphere,4,NCA,0.8571428571428571,0.8453486657821023,0.608679774000052,,351,34
Ionosphere,4,LMNN,0.8857142857142857,0.8788571428571429,0.6806335550000426,,351,34
Ionosphere,5,L2,0.8,0.7720310765815761,0.0020693529999675775,,351,34
Ionosphere,5,FullP,0.8285714285714286,0.8098901098901099,0.016234408999991956,0.0,351,34
Ionosphere,5,APG_AMS,0.8,0.7720310765815761,0.005130070999996406,66.28571428571428,351,34
Ionosphere,5,NCA,0.8,0.7720310765815761,0.26723838599997407,,351,34
Ionosphere,5,LMNN,0.8285714285714286,0.8098901098901099,0.6828101090000018,,351,34
Ionosphere,6,L2,0.8285714285714286,0.82012987012987,0.0019764420000001337,,351,34
Ionosphere,6,FullP,0.8285714285714286,0.82012987012987,0.015910851000001003,0.0,351,34
Ionosphere,6,APG_AMS,0.8285714285714286,0.82012987012987,0.005992093000031673,61.71428571428572,351,34
Ionosphere,6,NCA,0.8857142857142857,0.88008658008658,0.3433684219999691,,351,34
Ionosphere,6,LMNN,0.8571428571428571,0.847424684159378,0.7167553049999924,,351,34
Ionosphere,7,L2,0.8,0.7863945578231293,0.0019936580000035065,,351,34
Ionosphere,7,FullP,0.8,0.7863945578231293,0.016025945000023967,0.0,351,34
Ionosphere,7,APG_AMS,0.8,0.7863945578231293,0.006841764000000694,57.14285714285714,351,34
Ionosphere,7,NCA,0.8285714285714286,0.8131428571428572,0.2769368819999727,,351,34
Ionosphere,7,LMNN,0.8,0.7863945578231293,0.6506995720000077,,351,34
Ionosphere,8,L2,0.9142857142857143,0.9114312144839434,0.0021667199999910736,,351,34
Ionosphere,8,FullP,0.9428571428571428,0.9417184265010352,0.01620776800001522,0.0,351,34
Ionosphere,8,APG_AMS,0.9428571428571428,0.9417184265010352,0.006459348000021237,59.42857142857143,351,34
Ionosphere,8,NCA,0.9142857142857143,0.9114312144839434,0.1897534139999948,,351,34
Ionosphere,8,LMNN,0.9428571428571428,0.9417184265010352,0.7101701569999932,,351,34
Ionosphere,9,L2,0.8285714285714286,0.82012987012987,0.0019599180000113847,,351,34
Ionosphere,9,FullP,0.8285714285714286,0.82012987012987,0.01602041600000348,0.0,351,34
Ionosphere,9,APG_AMS,0.8285714285714286,0.82012987012987,0.006899952000026133,54.85714285714286,351,34
Ionosphere,9,NCA,0.8571428571428571,0.8523853574732391,0.4641941090000046,,351,34
Ionosphere,9,LMNN,0.8285714285714286,0.82012987012987,0.6310023870000236,,351,34
Ionosphere,10,L2,0.8,0.7863945578231293,0.0019378540000047906,,351,34
Ionosphere,10,FullP,0.8285714285714286,0.82012987012987,0.016163651999988815,0.0,351,34
Ionosphere,10,APG_AMS,0.8,0.7863945578231293,0.006843897999999626,54.85714285714286,351,34
Ionosphere,10,NCA,0.7714285714285715,0.7508571428571429,0.33653362799998376,,351,34
Ionosphere,10,LMNN,0.8,0.7863945578231293,0.6536261869999862,,351,34
Sonar,1,L2,0.9047619047619048,0.9034391534391534,0.0018684300000018084,,208,60
Sonar,1,FullP,0.8571428571428571,0.853109243697479,0.009401597999953992,0.0,208,60
Sonar,1,APG_AMS,0.9047619047619048,0.9034391534391534,0.004218044999959147,72.38095238095238,208,60
Sonar,1,NCA,0.9523809523809523,0.9521630162362427,0.1537610789999917,,208,60
Sonar,1,LMNN,0.9047619047619048,0.9034391534391534,0.28898075699999026,,208,60
Sonar,2,L2,0.7142857142857143,0.7005494505494505,0.0013802530000361912,,208,60
Sonar,2,FullP,0.7619047619047619,0.7551820728291316,0.00763653400002795,0.0,208,60
Sonar,2,APG_AMS,0.7142857142857143,0.7005494505494505,0.003747284999974454,57.14285714285714,208,60
Sonar,2,NCA,0.8571428571428571,0.853109243697479,0.10387933299995211,,208,60
Sonar,2,LMNN,0.7619047619047619,0.7551820728291316,0.25908834599999864,,208,60
Sonar,3,L2,0.6190476190476191,0.6007326007326007,0.0014288059999785219,,208,60
Sonar,3,FullP,0.6190476190476191,0.6007326007326007,0.007471545000043989,0.0,208,60
Sonar,3,APG_AMS,0.6190476190476191,0.6007326007326007,0.0025843699999654746,72.38095238095238,208,60
Sonar,3,NCA,0.7619047619047619,0.760815081181214,0.10508946900000637,,208,60
Sonar,3,LMNN,0.6190476190476191,0.6007326007326007,0.2678913010000201,,208,60
Sonar,4,L2,1.0,1.0,0.0014333230000147523,,208,60
Sonar,4,FullP,1.0,1.0,0.007503853999992316,0.0,208,60
Sonar,4,APG_AMS,1.0,1.0,0.0029123950000098375,68.57142857142857,208,60
Sonar,4,NCA,0.9523809523809523,0.9523809523809523,0.04475048300002982,,208,60
Sonar,4,LMNN,1.0,1.0,0.2980356909999955,,208,60
Sonar,5,L2,0.7142857142857143,0.7103174603174602,0.0014022259999819653,,208,60
Sonar,5,FullP,0.6666666666666666,0.6651411136536994,0.0074756309999770565,0.0,208,60
Sonar,5,APG_AMS,0.6666666666666666,0.6651411136536994,0.003403725999987728,60.952380952380956,208,60
Sonar,5,NCA,0.7142857142857143,0.7142857142857143,0.09269618700000137,,208,60
Sonar,5,LMNN,0.6666666666666666,0.6651411136536994,0.2637421320000044,,208,60
Sonar,6,L2,0.9047619047619048,0.9047619047619048,0.0013742250000063905,,208,60
Sonar,6,FullP,0.9523809523809523,0.9523809523809523,0.007431079000014051,0.0,208,60
Sonar,6,APG_AMS,0.9047619047619048,0.9047619047619048,0.002564481000035812,72.38095238095238,208,60
Sonar,6,NCA,0.9047619047619048,0.9047619047619048,0.10461531099997501,,208,60
Sonar,6,LMNN,0.9523809523809523,0.9523809523809523,0.2799610900000289,,208,60
Sonar,7,L2,0.7619047619047619,0.7551820728291316,0.0014591830000085793,,208,60
Sonar,7,FullP,0.8095238095238095,0.806878306878307,0.0075556059999826175,0.0,208,60
Sonar,7,APG_AMS,0.7619047619047619,0.7551820728291316,0.0028664469999739595,68.57142857142857,208,60
Sonar,7,NCA,0.9523809523809523,0.9521630162362427,0.14782876799995393,,208,60
Sonar,7,LMNN,0.8095238095238095,0.806878306878307,0.3136746889999813,,208,60
Sonar,8,L2,0.7619047619047619,0.7366426676771505,0.0014799850000031256,,208,60
Sonar,8,FullP,0.7619047619047619,0.7366426676771505,0.007475033999980951,0.0,208,60
Sonar,8,APG_AMS,0.7619047619047619,0.7366426676771505,0.0020134099999609134,80.0,208,60
Sonar,8,NCA,0.7619047619047619,0.7366426676771505,0.08352104599998711,,208,60
Sonar,8,LMNN,0.7619047619047619,0.7366426676771505,0.2890191639999671,,208,60
Sonar,9,L2,0.7,0.69375,0.0013997030000041377,,208,60
Sonar,9,FullP,0.7,0.69375,0.0077217869999799404,0.0,208,60
Sonar,9,APG_AMS,0.7,0.69375,0.005071176000001287,52.0,208,60
Sonar,9,NCA,0.65,0.6508771929824562,0.15324023699997724,,208,60
Sonar,9,LMNN,0.65,0.6473145780051152,0.2875689649999913,,208,60
Sonar,10,L2,0.9,0.9,0.0014064830000393158,,208,60
Sonar,10,FullP,0.9,0.9,0.007223124999995889,0.0,208,60
Sonar,10,APG_AMS,0.9,0.9,0.0025512520000461336,72.0,208,60
Sonar,10,NCA,0.9,0.9,0.19614237399997592,,208,60
Sonar,10,LMNN,0.9,0.9,0.2669473139999923,,208,60
Banknote,1,L2,1.0,1.0,0.004419831999996404,,1372,4
Banknote,1,FullP,1.0,1.0,0.06429509200000894,0.0,1372,4
Banknote,1,APG_AMS,1.0,1.0,0.015842365999958474,80.0,1372,4
Banknote,1,NCA,1.0,1.0,0.572539216999985,,1372,4
Banknote,1,LMNN,1.0,1.0,1.790239607999979,,1372,4
Banknote,2,L2,1.0,1.0,0.004064475999996375,,1372,4
Banknote,2,FullP,1.0,1.0,0.08350191800002449,0.0,1372,4
Banknote,2,APG_AMS,1.0,1.0,0.013738830000022517,80.0,1372,4
Banknote,2,NCA,1.0,1.0,0.4551767220000329,,1372,4
Banknote,2,LMNN,1.0,1.0,1.7955652320000013,,1372,4
Banknote,3,L2,1.0,1.0,0.005127621000042382,,1372,4
Banknote,3,FullP,1.0,1.0,0.07945723100004898,0.0,1372,4
Banknote,3,APG_AMS,1.0,1.0,0.013934144999950604,80.0,1372,4
Banknote,3,NCA,1.0,1.0,0.7997539180000217,,1372,4
Banknote,3,LMNN,1.0,1.0,1.8081503930000054,,1372,4
Banknote,4,L2,1.0,1.0,0.004077956000003269,,1372,4
Banknote,4,FullP,1.0,1.0,0.07914246799998637,0.0,1372,4
Banknote,4,APG_AMS,1.0,1.0,0.013862377000009474,80.0,1372,4
Banknote,4,NCA,1.0,1.0,0.6779632829999969,,1372,4
Banknote,4,LMNN,1.0,1.0,1.7896467130000246,,1372,4
Banknote,5,L2,1.0,1.0,0.004082904000028975,,1372,4
Banknote,5,FullP,1.0,1.0,0.07829464200000302,0.0,1372,4
Banknote,5,APG_AMS,1.0,1.0,0.013982798999961688,80.0,1372,4
Banknote,5,NCA,1.0,1.0,0.5041814149999482,,1372,4
Banknote,5,LMNN,1.0,1.0,1.7544480480000288,,1372,4
Banknote,6,L2,1.0,1.0,0.004132979000019077,,1372,4
Banknote,6,FullP,1.0,1.0,0.07786274000000049,0.0,1372,4
Banknote,6,APG_AMS,1.0,1.0,0.014038642999992135,80.0,1372,4
Banknote,6,NCA,1.0,1.0,0.5173462779999909,,1372,4
Banknote,6,LMNN,1.0,1.0,1.7682906050000042,,1372,4
Banknote,7,L2,0.9927007299270073,0.9927062319881188,0.0043250379999904,,1372,4
Banknote,7,FullP,0.9927007299270073,0.9927062319881188,0.0777352449999853,0.0,1372,4
Banknote,7,APG_AMS,0.9927007299270073,0.9927062319881188,0.014088486999980887,80.0,1372,4
Banknote,7,NCA,1.0,1.0,0.4962884519999875,,1372,4
Banknote,7,LMNN,0.9927007299270073,0.9927062319881188,1.7547389039999644,,1372,4
Banknote,8,L2,1.0,1.0,0.004186899999979232,,1372,4
Banknote,8,FullP,1.0,1.0,0.07789802100000998,0.0,1372,4
Banknote,8,APG_AMS,1.0,1.0,0.014006362999964495,80.0,1372,4
Banknote,8,NCA,1.0,1.0,0.5698143930000015,,1372,4
Banknote,8,LMNN,1.0,1.0,1.7483834500000057,,1372,4
Banknote,9,L2,1.0,1.0,0.004219700000021476,,1372,4
Banknote,9,FullP,1.0,1.0,0.07837439999997287,0.0,1372,4
Banknote,9,APG_AMS,1.0,1.0,0.01424952000002122,80.0,1372,4
Banknote,9,NCA,1.0,1.0,0.758244746999992,,1372,4
Banknote,9,LMNN,1.0,1.0,1.8014119759999971,,1372,4
Banknote,10,L2,0.9927007299270073,0.9927062319881188,0.004251097999997455,,1372,4
Banknote,10,FullP,0.9927007299270073,0.9927062319881188,0.07840787300000329,0.0,1372,4
Banknote,10,APG_AMS,0.9927007299270073,0.9927062319881188,0.014205174000039733,80.0,1372,4
Banknote,10,NCA,1.0,1.0,0.7571059940000282,,1372,4
Banknote,10,LMNN,0.9927007299270073,0.9927062319881188,1.7757060269999556,,1372,4
MiceProtein,1,L2,0.9722222222222222,0.9722162004090216,0.0029502440000328534,,1080,77
MiceProtein,1,FullP,0.9814814814814815,0.9814872850313194,0.16004013399998485,0.0,1080,77
MiceProtein,1,APG_AMS,0.9722222222222222,0.9722162004090216,0.06377935000000434,52.59259259259259,1080,77
MiceProtein,1,NCA,0.9907407407407407,0.9907823865844855,0.06275892999997268,,1080,77
MiceProtein,1,LMNN,0.9907407407407407,0.9907823865844855,1.1820313640000109,,1080,77
MiceProtein,2,L2,0.9814814814814815,0.9815231273252262,0.004802569999981188,,1080,77
MiceProtein,2,FullP,0.9907407407407407,0.9907705612214469,0.16427923300000202,0.0,1080,77
MiceProtein,2,APG_AMS,0.9814814814814815,0.9815231273252262,0.07569068100002596,45.18518518518518,1080,77
MiceProtein,2,NCA,0.9907407407407407,0.9907270233196159,0.07458632399999487,,1080,77
MiceProtein,2,LMNN,1.0,1.0,1.220891327000004,,1080,77
MiceProtein,3,L2,0.9814814814814815,0.9819219762546709,0.005817822999972577,,1080,77
MiceProtein,3,FullP,0.9814814814814815,0.9819219762546709,0.16378211200003534,0.0,1080,77
MiceProtein,3,APG_AMS,0.9814814814814815,0.9819219762546709,0.07380876100000933,46.666666666666664,1080,77
MiceProtein,3,NCA,0.9907407407407407,0.9907823865844855,0.04445178400004579,,1080,77
MiceProtein,3,LMNN,1.0,1.0,1.1695576639999672,,1080,77
MiceProtein,4,L2,0.9814814814814815,0.9814235143147927,0.005545401000006223,,1080,77
MiceProtein,4,FullP,0.9907407407407407,0.9907186158679587,0.1633358889999954,0.0,1080,77
MiceProtein,4,APG_AMS,0.9814814814814815,0.9814235143147927,0.07120847499999172,48.14814814814815,1080,77
MiceProtein,4,NCA,0.9907407407407407,0.990704898446834,0.04426230699999678,,1080,77
MiceProtein,4,LMNN,0.9907407407407407,0.990704898446834,1.145115589999989,,1080,77
MiceProtein,5,L2,0.9629629629629629,0.9626549919484702,0.0058742680000136716,,1080,77
MiceProtein,5,FullP,0.9629629629629629,0.962515929908403,0.1629278240000076,0.0,1080,77
MiceProtein,5,APG_AMS,0.9722222222222222,0.9721592884285731,0.07637100400000918,45.18518518518518,1080,77
MiceProtein,5,NCA,0.9537037037037037,0.9533540868454661,0.06124876600000562,,1080,77
MiceProtein,5,LMNN,1.0,1.0,1.2439502170000196,,1080,77
MiceProtein,6,L2,1.0,1.0,0.0027686399999993228,,1080,77
MiceProtein,6,FullP,1.0,1.0,0.16302189599997519,0.0,1080,77
MiceProtein,6,APG_AMS,1.0,1.0,0.06888827899996386,49.62962962962963,1080,77
MiceProtein,6,NCA,1.0,1.0,0.08098608099999183,,1080,77
MiceProtein,6,LMNN,1.0,1.0,1.2140395559999888,,1080,77
MiceProtein,7,L2,0.9907407407407407,0.990704898446834,0.002740405999986706,,1080,77
MiceProtein,7,FullP,0.9907407407407407,0.990704898446834,0.16371589399994946,0.0,1080,77
MiceProtein,7,APG_AMS,0.9907407407407407,0.990704898446834,0.0736559659999898,46.666666666666664,1080,77
MiceProtein,7,NCA,1.0,1.0,0.06034748600001194,,1080,77
MiceProtein,7,LMNN,1.0,1.0,1.2448950539999828,,1080,77
MiceProtein,8,L2,0.9722222222222222,0.9721141829750268,0.029529515999968226,,1080,77
MiceProtein,8,FullP,0.9814814814814815,0.9813734422342861,0.14654375200001368,0.0,1080,77
MiceProtein,8,APG_AMS,0.9722222222222222,0.9721141829750268,0.05956298199998855,55.55555555555556,1080,77
MiceProtein,8,NCA,0.9907407407407407,0.9906685437874522,0.06309433300003775,,1080,77
MiceProtein,8,LMNN,1.0,1.0,1.281876318000002,,1080,77
MiceProtein,9,L2,0.9814814814814815,0.9814338138245361,0.028373345000034078,,1080,77
MiceProtein,9,FullP,0.9907407407407407,0.9907407407407407,0.1457557319999978,0.0,1080,77
MiceProtein,9,APG_AMS,0.9907407407407407,0.990704898446834,0.06389853700000003,52.59259259259259,1080,77
MiceProtein,9,NCA,0.9907407407407407,0.9907289153777021,0.0743715759999759,,1080,77
MiceProtein,9,LMNN,1.0,1.0,1.2268396570000277,,1080,77
MiceProtein,10,L2,0.9907407407407407,0.9907760141093476,0.029162958000028993,,1080,77
MiceProtein,10,FullP,0.9907407407407407,0.9907760141093476,0.1470818720000011,0.0,1080,77
MiceProtein,10,APG_AMS,0.9907407407407407,0.9907760141093476,0.07766724200001818,42.96296296296296,1080,77
MiceProtein,10,NCA,0.9907407407407407,0.990704898446834,0.158609518999981,,1080,77
MiceProtein,10,LMNN,1.0,1.0,1.181932407999966,,1080,77
